Segment,1,2,3,4,Total
t932,64513.22422132087,2780.88,0.0,208.566,64513.22422132087
t933,64368.67022132088,0.0,0.0,0.0,64368.67022132088
t934,56350.08322132088,2502.44,1501.464,187.683,56350.08322132088
t935,51889.72153229688,0.0,1318.104,0.0,51889.72153229688
t936,44314.98553229688,0.0,1131.84,0.0,44314.98553229688
t937,35890.11022132088,1579.56,0.0,0.0,35890.11022132088
t938,34287.251532296876,1504.72,0.0,112.854,34287.251532296876
t939,27868.350221320874,1245.32,0.0,0.0,27868.350221320874
t940,28573.865532296877,1261.96,0.0,0.0,28573.865532296877
t941,33965.27353229687,1524.72,914.832,0.0,33965.27353229687
t942,44343.825532296876,0.0,0.0,0.0,44343.825532296876
t943,47383.304221320876,2147.12,1288.272,161.034,47383.304221320876
t944,59607.929532296876,0.0,1507.896,0.0,59607.929532296876
t945,66494.51022132087,0.0,0.0,206.16,66494.51022132087
t946,65384.67022132088,0.0,0.0,0.0,65384.67022132088
t947,62548.61053229688,0.0,1585.08,198.135,62548.61053229688
t948,63260.825532296876,0.0,0.0,0.0,63260.825532296876
t949,58046.408532296875,2562.04,1537.224,192.153,58046.408532296875
t950,57356.921532296874,2532.48,1519.488,189.936,57356.921532296874
t951,58745.385221320874,2539.8,0.0,190.485,58745.385221320874
t952,63204.486532296876,0.0,0.0,195.339,63204.486532296876
t953,61615.00222132089,2728.16,1636.896,204.612,61615.00222132089
t954,68109.67022132088,0.0,0.0,0.0,68109.67022132088
t955,63902.21422132087,2817.16,1690.296,0.0,63902.21422132087
t956,67575.82553229688,0.0,0.0,0.0,67575.82553229688
t957,61689.98953229688,2650.08,0.0,198.756,61689.98953229688
t958,60345.014221320875,0.0,0.0,187.656,60345.014221320875
t959,50902.29622132088,2268.88,1361.328,170.166,50902.29622132088
t960,47952.84622132088,0.0,1228.824,0.0,47952.84622132088
t961,36006.885532296874,0.0,0.0,0.0,36006.885532296874
t962,24339.32122132087,1101.72,0.0,82.629,24339.32122132087
t963,25060.825532296876,0.0,0.0,0.0,25060.825532296876
t964,24327.788532296876,1116.44,669.864,83.733,24327.788532296876
t965,30524.454221320877,1390.76,834.456,0.0,30524.454221320877
t966,41452.861221320876,0.0,0.0,130.809,41452.861221320876
t967,51245.67022132088,0.0,0.0,0.0,51245.67022132088
t968,62233.67022132088,0.0,0.0,0.0,62233.67022132088
t969,64631.75753229688,0.0,1648.128,0.0,64631.75753229688
t970,61623.054221320876,2719.76,1631.856,0.0,61623.054221320876
t971,62215.46722132088,2684.84,0.0,201.363,62215.46722132088
t972,63063.94553229688,0.0,1592.88,0.0,63063.94553229688
t973,59571.86353229688,2627.44,1576.464,197.058,59571.86353229688
t974,59112.82753229687,2607.76,1564.656,195.582,59112.82753229687
t975,61006.50553229688,2613.32,0.0,0.0,61006.50553229688
t976,62672.52122132088,0.0,1595.688,199.461,62672.52122132088
t977,66059.67022132088,0.0,0.0,0.0,66059.67022132088
t978,66944.23353229687,0.0,0.0,206.592,66944.23353229687
t979,64043.25253229687,2748.44,0.0,206.133,64043.25253229687
t980,65883.82553229688,0.0,0.0,0.0,65883.82553229688
t981,63231.32922132088,0.0,0.0,196.341,63231.32922132088
t982,58327.145532296876,2501.68,0.0,0.0,58327.145532296876
t983,55751.753532296876,0.0,1413.0720000000001,0.0,55751.753532296876
t984,49664.190221320874,2153.48,0.0,0.0,49664.190221320874
t985,44695.145532296876,1933.68,0.0,0.0,44695.145532296876
t986,38329.03422132088,0.0,995.232,124.404,38329.03422132088
t987,37524.825532296876,0.0,0.0,0.0,37524.825532296876
t988,38932.67022132088,0.0,0.0,0.0,38932.67022132088
t989,45944.34622132088,0.0,0.0,144.324,45944.34622132088
t990,49284.47422132088,2199.52,1319.712,164.964,49284.47422132088
t991,58288.68622132088,0.0,1482.984,0.0,58288.68622132088
t992,61612.47253229687,2646.84,0.0,198.513,61612.47253229687
t993,66390.82553229688,0.0,0.0,0.0,66390.82553229688
t994,63188.67022132088,2717.0,0.0,0.0,63188.67022132088
t995,60919.11553229688,2685.2000000000003,1611.1200000000001,201.39000000000001,60919.11553229688
t996,62063.42322132088,0.0,1580.664,197.583,62063.42322132088
t997,62567.67022132088,0.0,0.0,0.0,62567.67022132088
t998,61810.68053229688,0.0,0.0,191.145,61810.68053229688
t999,57984.90553229688,2551.2000000000003,1530.72,0.0,57984.90553229688
t1000,58973.67922132088,2614.92,1568.952,196.119,58973.67922132088
t1001,62304.462221320886,2748.88,1649.328,0.0,62304.462221320886
t1002,68958.09722132087,0.0,0.0,213.573,68958.09722132087
t1003,70345.82553229688,0.0,0.0,0.0,70345.82553229688
t1004,68056.49422132087,0.0,1723.176,0.0,68056.49422132087
t1005,65212.79122132088,2810.12,0.0,210.75900000000001,65212.79122132088
t1006,66030.67022132088,0.0,0.0,0.0,66030.67022132088
t1007,61345.518221320875,0.0,1558.152,0.0,61345.518221320875
t1008,55508.58553229688,2384.2400000000002,0.0,0.0,55508.58553229688
t1009,50876.67022132088,0.0,0.0,0.0,50876.67022132088
t1010,39971.39953229688,1787.1200000000001,1072.272,134.034,39971.39953229688
t1011,37571.675532296875,1642.0,0.0,123.15,37571.675532296875
t1012,37165.73722132087,1679.96,1007.976,125.997,37165.73722132087
t1013,39986.425532296875,0.0,1025.4,0.0,39986.425532296875
t1014,45842.65222132088,0.0,0.0,144.018,45842.65222132088
t1015,55609.56622132088,0.0,1417.104,0.0,55609.56622132088
t1016,66969.15853229687,0.0,0.0,206.667,66969.15853229687
t1017,68146.53922132088,0.0,0.0,211.131,68146.53922132088
t1018,67333.82553229688,0.0,0.0,0.0,67333.82553229688
t1019,62551.37422132088,2698.88,0.0,202.416,62551.37422132088
t1020,59384.19922132088,2632.52,1579.512,197.439,59384.19922132088
t1021,59989.86553229688,2570.96,0.0,0.0,59989.86553229688
t1022,58386.510221320874,2524.8,0.0,189.36,58386.510221320874
t1023,59705.50453229688,0.0,1514.952,189.369,59705.50453229688
t1024,61342.43022132088,0.0,1562.88,195.36,61342.43022132088
t1025,67136.67022132088,0.0,0.0,0.0,67136.67022132088
t1026,65239.707221320874,2883.56,1730.136,216.267,65239.707221320874
t1027,71078.67022132088,0.0,0.0,0.0,71078.67022132088
t1028,67199.52322132088,2893.16,0.0,216.987,67199.52322132088
t1029,62985.994532296885,2802.92,1681.752,210.219,62985.994532296885
t1030,60637.21822132089,2686.2400000000002,1611.7440000000001,201.46800000000002,60637.21822132089
t1031,57870.07153229687,2554.48,1532.688,191.586,57870.07153229687
t1032,53199.137532296874,2346.68,1408.008,0.0,53199.137532296874
t1033,50154.753532296876,0.0,0.0,156.072,50154.753532296876
t1034,42130.361532296876,1879.68,1127.808,140.976,42130.361532296876
t1035,45628.67022132088,0.0,0.0,0.0,45628.67022132088
t1036,49802.31053229688,0.0,1270.68,158.835,49802.31053229688
t1037,58334.67022132088,0.0,0.0,0.0,58334.67022132088
t1038,63510.98953229687,2796.32,1677.7920000000001,209.72400000000002,63510.98953229687
t1039,66379.96453229687,2919.32,1751.592,218.949,66379.96453229687
t1040,72350.82553229688,0.0,0.0,0.0,72350.82553229688
t1041,66839.38222132089,2942.68,1765.608,0.0,66839.38222132089
t1042,66832.03522132087,2877.8,0.0,215.835,66832.03522132087
t1043,63626.55022132088,2814.4,1688.64,211.08,63626.55022132088
t1044,62511.31822132088,2757.7200000000003,1654.632,0.0,62511.31822132088
t1045,65910.82553229688,0.0,0.0,0.0,65910.82553229688
t1046,64194.885532296874,0.0,0.0,0.0,64194.885532296874
t1047,60039.16522132088,2660.6,1596.3600000000001,199.54500000000002,60039.16522132088
t1048,61562.885532296874,2712.8,1627.68,203.46,61562.885532296874
t1049,63896.18722132087,2825.96,1695.576,211.947,63896.18722132087
t1050,70170.67022132088,0.0,0.0,0.0,70170.67022132088
t1051,70654.82553229688,0.0,0.0,0.0,70654.82553229688
t1052,64233.00022132088,2840.4,1704.24,213.03,64233.00022132088
t1053,64294.014221320875,0.0,1630.656,0.0,64294.014221320875
t1054,59423.550221320875,2560.12,0.0,0.0,59423.550221320875
t1055,54199.72153229688,2389.44,1433.664,0.0,54199.72153229688
t1056,53321.825532296876,0.0,0.0,0.0,53321.825532296876
t1057,45856.63222132088,2052.56,1231.536,153.942,45856.63222132088
t1058,42457.84453229688,1893.72,1136.232,142.029,42457.84453229688
t1059,42925.21822132088,1878.56,0.0,140.892,42925.21822132088
t1060,49098.67022132088,0.0,0.0,0.0,49098.67022132088
t1061,53171.599221320874,0.0,0.0,166.071,53171.599221320874
t1062,60349.825532296876,0.0,0.0,0.0,60349.825532296876
t1063,63440.825532296876,0.0,0.0,0.0,63440.825532296876
t1064,65408.67022132088,0.0,0.0,0.0,65408.67022132088
t1065,66760.67022132088,0.0,0.0,0.0,66760.67022132088
t1066,61231.53922132087,2711.7200000000003,1627.032,203.379,61231.53922132087
t1067,64395.825221320876,0.0,0.0,199.845,64395.825221320876
t1068,63588.67022132088,0.0,0.0,0.0,63588.67022132088
t1069,58408.281221320874,2590.68,1554.4080000000001,194.30100000000002,58408.281221320874
t1070,58110.785532296875,2564.8,1538.88,192.36,58110.785532296875
t1071,61728.885532296874,0.0,0.0,0.0,61728.885532296874
t1072,63083.67022132088,0.0,0.0,0.0,63083.67022132088
t1073,60797.50222132087,2684.48,1610.688,0.0,60797.50222132087
t1074,62227.79353229688,2732.52,1639.512,0.0,62227.79353229688
t1075,62317.64953229687,2736.36,1641.816,0.0,62317.64953229687
t1076,65157.67022132088,0.0,0.0,0.0,65157.67022132088
t1077,62071.67022132088,0.0,0.0,0.0,62071.67022132088
t1078,58329.67022132088,0.0,0.0,0.0,58329.67022132088
t1079,54380.039532296876,0.0,0.0,168.786,54380.039532296876
t1080,49589.67022132088,0.0,0.0,0.0,49589.67022132088
t1081,46236.467221320876,0.0,0.0,145.203,46236.467221320876
t1082,43433.67022132088,0.0,0.0,0.0,43433.67022132088
t1083,42914.463221320875,0.0,0.0,135.207,42914.463221320875
t1084,43369.79622132088,1925.52,0.0,144.41400000000002,43369.79622132088
t1085,49070.35822132088,2183.32,1309.992,0.0,49070.35822132088
t1086,58096.50222132088,0.0,1482.816,185.352,58096.50222132088
t1087,62544.67022132088,0.0,0.0,0.0,62544.67022132088
t1088,63921.67022132088,0.0,0.0,0.0,63921.67022132088
t1089,60191.05753229687,2645.48,1587.288,0.0,60191.05753229687
t1090,63533.67022132088,0.0,0.0,0.0,63533.67022132088
t1091,58686.44653229687,2589.48,1553.688,194.211,58686.44653229687
t1092,60427.10222132088,0.0,1535.568,0.0,60427.10222132088
t1093,61598.825532296876,0.0,0.0,0.0,61598.825532296876
t1094,56497.497221320875,2508.76,1505.256,188.157,56497.497221320875
t1095,61052.825532296876,0.0,0.0,0.0,61052.825532296876
t1096,57708.70222132088,2552.48,1531.488,0.0,57708.70222132088
t1097,64004.67022132088,0.0,0.0,0.0,64004.67022132088
t1098,65096.71622132088,0.0,0.0,201.954,65096.71622132088
t1099,65798.82553229688,0.0,0.0,0.0,65798.82553229688
t1100,64600.825532296876,0.0,0.0,0.0,64600.825532296876
t1101,59845.406221320874,0.0,1521.2640000000001,0.0,59845.406221320874
t1102,57434.67022132088,0.0,0.0,0.0,57434.67022132088
t1103,51149.67622132088,2222.32,0.0,166.674,51149.67622132088
t1104,47344.83022132088,2056.84,0.0,0.0,47344.83022132088
t1105,42841.17622132088,1923.28,1153.968,144.246,42841.17622132088
t1106,44703.67022132088,0.0,0.0,0.0,44703.67022132088
t1107,41281.04953229688,1837.3600000000001,1102.416,0.0,41281.04953229688
t1108,43706.67022132088,0.0,0.0,0.0,43706.67022132088
t1109,45102.270221320876,1963.4,0.0,0.0,45102.270221320876
t1110,51912.67022132088,0.0,0.0,0.0,51912.67022132088
t1111,56845.67022132088,0.0,0.0,0.0,56845.67022132088
t1112,59677.89022132088,0.0,1533.8400000000001,0.0,59677.89022132088
t1113,64071.67022132088,0.0,0.0,0.0,64071.67022132088
t1114,63804.67022132088,0.0,0.0,0.0,63804.67022132088
t1115,59110.961532296875,2607.68,1564.608,195.576,59110.961532296875
t1116,58212.351221320874,2582.28,1549.368,193.671,58212.351221320874
t1117,59364.03022132088,2557.64,0.0,0.0,59364.03022132088
t1118,59556.97522132088,0.0,1518.84,189.855,59556.97522132088
t1119,61167.67022132088,0.0,0.0,0.0,61167.67022132088
t1120,57157.058221320876,2557.92,1534.752,0.0,57157.058221320876
t1121,62079.47022132088,0.0,1576.2,0.0,62079.47022132088
t1122,60779.03422132088,2692.32,1615.392,201.924,60779.03422132088
t1123,63015.785532296875,2697.04,0.0,0.0,63015.785532296875
t1124,62495.24622132088,0.0,1586.424,0.0,62495.24622132088
t1125,61163.67022132088,0.0,0.0,0.0,61163.67022132088
t1126,57423.67022132088,0.0,0.0,0.0,57423.67022132088
t1127,53433.67022132088,0.0,0.0,0.0,53433.67022132088
t1128,49621.28222132088,0.0,0.0,155.388,49621.28222132088
t1129,43586.64322132088,1955.24,1173.144,146.643,43586.64322132088
t1130,42307.95322132087,1852.76,0.0,138.957,42307.95322132087
t1131,41414.75053229687,1849.0,1109.4,138.675,41414.75053229687
t1132,46421.67022132088,0.0,0.0,0.0,46421.67022132088
t1133,51408.97953229688,0.0,0.0,159.846,51408.97953229688
t1134,55127.87922132088,0.0,1409.592,176.199,55127.87922132088
t1135,60032.825532296876,0.0,0.0,0.0,60032.825532296876
t1136,60186.03022132088,0.0,1529.64,0.0,60186.03022132088
t1137,61209.85422132088,0.0,1554.816,0.0,61209.85422132088
t1138,61926.25622132088,0.0,0.0,192.41400000000002,61926.25622132088
t1139,61278.28253229688,0.0,0.0,189.543,61278.28253229688
t1140,60268.67022132088,0.0,0.0,0.0,60268.67022132088
t1141,58031.944532296875,0.0,1473.672,184.209,58031.944532296875
t1142,58737.825532296876,0.0,0.0,0.0,58737.825532296876
t1143,58432.825532296876,0.0,0.0,0.0,58432.825532296876
t1144,57653.97753229688,0.0,1459.848,0.0,57653.97753229688
t1145,60930.67022132088,0.0,0.0,0.0,60930.67022132088
t1146,61893.355221320875,0.0,0.0,192.315,61893.355221320875
t1147,59653.493532296874,2564.96,0.0,192.372,59653.493532296874
t1148,59646.302221320875,0.0,1516.368,0.0,59646.302221320875
t1149,56866.98553229688,2440.84,0.0,0.0,56866.98553229688
t1150,54692.126221320876,0.0,1394.544,0.0,54692.126221320876
t1151,48048.016221320875,0.0,0.0,150.654,48048.016221320875
t1152,38678.825532296876,0.0,0.0,0.0,38678.825532296876
t1153,30505.670221320874,0.0,0.0,0.0,30505.670221320874
t1154,20930.604221320875,983.9200000000001,590.352,73.794,20930.604221320875
t1155,18129.738221320873,863.84,518.304,64.788,18129.738221320873
t1156,20543.670221320874,0.0,0.0,0.0,20543.670221320874
t1157,26240.711532296875,0.0,0.0,84.114,26240.711532296875
t1158,33466.760221320874,1511.6000000000001,0.0,113.37,33466.760221320874
t1159,46505.67022132088,0.0,0.0,0.0,46505.67022132088
t1160,52307.64622132088,2270.7200000000003,0.0,170.304,52307.64622132088
t1161,58280.22722132088,0.0,0.0,181.443,58280.22722132088
t1162,56845.22422132088,0.0,1451.952,181.494,56845.22422132088
t1163,57730.88022132088,0.0,0.0,179.79,57730.88022132088
t1164,56930.67022132088,0.0,0.0,0.0,56930.67022132088
t1165,56141.67022132088,0.0,0.0,0.0,56141.67022132088
t1166,51678.552221320875,2302.16,1381.296,172.662,51678.552221320875
t1167,53411.07022132088,2309.6,0.0,0.0,53411.07022132088
t1168,56473.66322132088,0.0,0.0,176.007,56473.66322132088
t1169,58617.213221320875,0.0,0.0,182.457,58617.213221320875
t1170,58765.586532296875,0.0,1491.768,186.471,58765.586532296875
t1171,56080.44622132088,2490.88,1494.528,186.816,56080.44622132088
t1172,59516.67022132088,0.0,0.0,0.0,59516.67022132088
t1173,57609.67022132088,0.0,0.0,0.0,57609.67022132088
t1174,51153.27322132088,2279.64,1367.784,170.973,51153.27322132088
t1175,46038.825532296876,0.0,0.0,0.0,46038.825532296876
t1176,31956.79822132088,1456.64,873.984,109.248,31956.79822132088
t1177,25982.670221320874,0.0,0.0,0.0,25982.670221320874
t1178,20567.262221320874,0.0,555.408,0.0,20567.262221320874
t1179,17253.410221320875,831.32,0.0,0.0,17253.410221320875
t1180,18360.942221320875,851.84,0.0,63.888,18360.942221320875
t1181,21920.982221320875,1000.64,0.0,75.048,21920.982221320875
t1182,29429.670221320874,0.0,0.0,0.0,29429.670221320874
t1183,39048.173532296874,0.0,0.0,122.652,39048.173532296874
t1184,50124.67022132088,0.0,0.0,0.0,50124.67022132088
t1185,53597.79022132087,2376.8,1426.08,0.0,53597.79022132087
t1186,57851.67022132088,0.0,0.0,0.0,57851.67022132088
t1187,57653.67022132088,0.0,0.0,0.0,57653.67022132088
t1188,53128.43422132088,2364.32,1418.592,177.324,53128.43422132088
t1189,54699.75922132088,0.0,1399.032,174.879,54699.75922132088
t1190,53212.01122132088,2308.52,0.0,173.139,53212.01122132088
t1191,52410.08953229688,2312.96,1387.776,0.0,52410.08953229688
t1192,56836.571221320875,0.0,0.0,177.099,56836.571221320875
t1193,58010.52622132088,0.0,1476.144,0.0,58010.52622132088
t1194,57310.14022132088,2543.6,1526.16,190.77,57310.14022132088
t1195,59714.43022132088,2572.2400000000002,0.0,0.0,59714.43022132088
t1196,59216.190221320874,2551.48,0.0,0.0,59216.190221320874
t1197,59647.11422132088,0.0,0.0,185.556,59647.11422132088
t1198,53504.190221320874,2372.8,1423.68,0.0,53504.190221320874
t1199,50118.67022132088,0.0,0.0,0.0,50118.67022132088
t1200,39191.876532296876,1709.72,0.0,128.229,39191.876532296876
t1201,37311.67022132088,0.0,0.0,0.0,37311.67022132088
t1202,32567.82553229688,1465.0,879.0,0.0,32567.82553229688
t1203,34358.67022132088,0.0,0.0,0.0,34358.67022132088
t1204,32428.670221320877,0.0,0.0,0.0,32428.670221320877
t1205,35794.67022132088,0.0,0.0,0.0,35794.67022132088
t1206,42050.75922132088,0.0,1087.032,135.879,42050.75922132088
t1207,49460.94253229688,2193.96,1316.376,164.547,49460.94253229688
t1208,59123.99022132088,0.0,1508.16,188.52,59123.99022132088
t1209,59813.42622132087,2671.44,1602.864,0.0,59813.42622132087
t1210,64317.67022132088,0.0,0.0,0.0,64317.67022132088
t1211,60548.37322132087,2615.16,0.0,196.137,60548.37322132087
t1212,60677.93422132088,0.0,1541.736,0.0,60677.93422132088
t1213,61063.67022132088,0.0,0.0,0.0,61063.67022132088
t1214,56095.03822132088,2483.52,1490.112,0.0,56095.03822132088
t1215,57594.66553229687,2471.16,0.0,0.0,57594.66553229687
t1216,60810.67022132088,0.0,0.0,0.0,60810.67022132088
t1217,60893.85022132088,2629.6,0.0,197.22,60893.85022132088
t1218,61574.382221320884,2717.68,1630.608,0.0,61574.382221320884
t1219,63662.91022132088,2736.76,0.0,0.0,63662.91022132088
t1220,65296.67022132088,0.0,0.0,0.0,65296.67022132088
t1221,59971.71022132088,2582.96,0.0,0.0,59971.71022132088
t1222,59268.825532296876,0.0,0.0,0.0,59268.825532296876
t1223,49443.825532296876,0.0,0.0,0.0,49443.825532296876
t1224,37223.36953229688,0.0,957.456,0.0,37223.36953229688
t1225,30849.113532296877,0.0,800.712,0.0,30849.113532296877
t1226,28686.670221320874,0.0,0.0,0.0,28686.670221320874
t1227,30406.670221320874,0.0,0.0,0.0,30406.670221320874
t1228,34356.857532296875,0.0,886.9680000000001,0.0,34356.857532296875
t1229,49716.96253229688,2149.64,0.0,161.223,49716.96253229688
t1230,58700.67022132088,0.0,0.0,0.0,58700.67022132088
t1231,60585.36753229688,0.0,0.0,187.458,60585.36753229688
t1232,62495.91353229688,0.0,1578.912,0.0,62495.91353229688
t1233,64212.67022132088,0.0,0.0,0.0,64212.67022132088
t1234,63775.825532296876,0.0,0.0,0.0,63775.825532296876
t1235,61149.43653229687,0.0,1550.568,193.821,61149.43653229687
t1236,61937.29953229688,0.0,0.0,191.526,61937.29953229688
t1237,58810.02553229687,2521.8,0.0,0.0,58810.02553229687
t1238,56431.06222132088,2497.88,1498.728,0.0,56431.06222132088
t1239,58087.84153229688,2499.52,0.0,187.464,58087.84153229688
t1240,59011.62553229688,2530.2000000000003,0.0,0.0,59011.62553229688
t1241,63124.726532296874,0.0,0.0,195.09900000000002,63124.726532296874
t1242,64723.67022132088,0.0,0.0,0.0,64723.67022132088
t1243,63368.849532296874,0.0,1605.3120000000001,200.66400000000002,63368.849532296874
t1244,63836.825532296876,0.0,0.0,0.0,63836.825532296876
t1245,60385.67022132088,0.0,0.0,0.0,60385.67022132088
t1246,55413.08153229688,0.0,1404.7440000000001,0.0,55413.08153229688
t1247,53118.825532296876,0.0,0.0,0.0,53118.825532296876
t1248,46149.18553229688,2045.4,1227.24,0.0,46149.18553229688
t1249,44140.97653229688,1965.88,1179.528,147.441,44140.97653229688
t1250,46479.825532296876,0.0,0.0,0.0,46479.825532296876
t1251,43082.02153229687,1920.48,1152.288,144.036,43082.02153229687
t1252,48138.67022132088,0.0,0.0,0.0,48138.67022132088
t1253,49752.785532296875,2199.4,1319.64,0.0,49752.785532296875
t1254,57247.67022132088,0.0,0.0,0.0,57247.67022132088
t1255,59568.825532296876,0.0,0.0,0.0,59568.825532296876
t1256,58164.90553229688,2494.92,0.0,0.0,58164.90553229688
t1257,57259.889532296875,2528.32,1516.992,189.624,57259.889532296875
t1258,59239.072420096876,0.0,1506.3600000000001,0.0,59239.072420096876
t1259,60165.32829995288,0.0,0.0,0.0,60165.32829995288
t1260,60145.825532296876,0.0,0.0,0.0,60145.825532296876
t1261,55828.361532296876,2459.04,1475.424,0.0,55828.361532296876
t1262,55332.31153229687,2445.68,1467.4080000000001,183.42600000000002,55332.31153229687
t1263,57883.81324992087,0.0,1473.048,0.0,57883.81324992087
t1264,60452.766532296875,0.0,0.0,187.059,60452.766532296875
t1265,62203.49853229688,0.0,0.0,192.327,62203.49853229688
t1266,61740.61797712888,0.0,1567.896,0.0,61740.61797712888
t1267,63502.825532296876,0.0,0.0,0.0,63502.825532296876
t1268,62108.783532296875,0.0,0.0,192.042,62108.783532296875
t1269,58955.16334683288,0.0,0.0,0.0,58955.16334683288
t1270,53774.09653229688,0.0,1368.6480000000001,171.08100000000002,53774.09653229688
t1271,49720.94796756088,0.0,0.0,0.0,49720.94796756088
t1272,40981.47059501688,1837.72,1102.632,0.0,40981.47059501688
t1273,40288.825532296876,0.0,0.0,0.0,40288.825532296876
t1274,36364.822277416875,1604.44,0.0,120.333,36364.822277416875
t1275,35973.196743296874,0.0,934.296,0.0,35973.196743296874
t1276,40590.18553229688,1762.64,0.0,0.0,40590.18553229688
t1277,48221.825532296876,0.0,0.0,0.0,48221.825532296876
t1278,51924.14319679288,0.0,0.0,0.0,51924.14319679288
t1279,53408.24853229687,0.0,1359.624,169.953,53408.24853229687
t1280,58242.90612988888,0.0,0.0,0.0,58242.90612988888
t1281,60716.80590324888,0.0,0.0,0.0,60716.80590324888
t1282,58385.46853229688,2511.96,0.0,188.397,58385.46853229688
t1283,58119.65197033688,2505.92,0.0,0.0,58119.65197033688
t1284,59412.72953229688,0.0,1503.096,0.0,59412.72953229688
t1285,56307.56019144888,2500.76,1500.4560000000001,187.55700000000002,56307.56019144888
t1286,60230.23264428088,0.0,0.0,0.0,60230.23264428088
t1287,58099.62553229688,2492.2000000000003,0.0,0.0,58099.62553229688
t1288,58415.13553229688,2513.2000000000003,0.0,188.49,58415.13553229688
t1289,58391.00317924887,2581.8,1549.08,0.0,58391.00317924887
t1290,62147.085561560874,0.0,1582.824,197.853,62147.085561560874
t1291,61268.90953229687,2632.48,0.0,197.436,61268.90953229687
t1292,62786.825532296876,0.0,0.0,0.0,62786.825532296876
t1293,55511.44753229687,2453.36,1472.016,184.002,55511.44753229687
t1294,55459.312858632875,0.0,0.0,0.0,55459.312858632875
t1295,48152.105532296875,2077.7200000000003,0.0,0.0,48152.105532296875
t1296,41852.537532296876,0.0,1071.288,0.0,41852.537532296876
t1297,33900.57153229688,0.0,878.448,109.806,33900.57153229688
t1298,28169.848082848875,0.0,0.0,0.0,28169.848082848875
t1299,28393.825532296876,0.0,0.0,0.0,28393.825532296876
t1300,32731.998532296875,0.0,849.624,106.203,32731.998532296875
t1301,38213.88053229688,0.0,984.84,123.105,38213.88053229688
t1302,45165.97066168888,0.0,1160.424,0.0,45165.97066168888
t1303,50682.825532296876,0.0,0.0,0.0,50682.825532296876
t1304,56718.825532296876,0.0,0.0,0.0,56718.825532296876
t1305,60360.89176087288,0.0,1538.808,192.351,60360.89176087288
t1306,58528.512656320876,2587.76,1552.656,0.0,58528.512656320876
t1307,60591.264666608884,0.0,1544.496,193.062,60591.264666608884
t1308,62303.825532296876,0.0,0.0,0.0,62303.825532296876
t1309,61601.58445159288,0.0,0.0,0.0,61601.58445159288
t1310,60933.030466536875,0.0,0.0,189.44400000000002,60933.030466536875
t1311,61354.825532296876,0.0,0.0,0.0,61354.825532296876
t1312,59189.22553229688,2537.6,0.0,0.0,59189.22553229688
t1313,61199.785532296875,0.0,1547.04,0.0,61199.785532296875
t1314,63311.41034556088,0.0,0.0,196.602,63311.41034556088
t1315,60901.421532296874,2617.12,0.0,196.284,60901.421532296874
t1316,58479.32053229688,2580.6,1548.3600000000001,193.54500000000002,58479.32053229688
t1317,60193.66850156088,0.0,0.0,0.0,60193.66850156088
t1318,57419.89253229688,0.0,0.0,177.933,57419.89253229688
t1319,49669.982532296875,0.0,1267.416,158.427,49669.982532296875
t1320,41932.044522864875,0.0,0.0,132.273,41932.044522864875
t1321,32595.84140074488,0.0,851.376,0.0,32595.84140074488
t1322,26752.841532296876,0.0,699.984,0.0,26752.841532296876
t1323,24509.510994744876,1134.04,680.424,0.0,24509.510994744876
t1324,26127.749572120876,1203.2,721.92,0.0,26127.749572120876
t1325,35087.48560711288,1591.2,954.72,119.34,35087.48560711288
t1326,40926.30553229688,1822.2,1093.32,0.0,40926.30553229688
t1327,45713.08153229688,2033.28,1219.968,152.496,45713.08153229688
t1328,55723.98853229688,0.0,1416.7440000000001,177.09300000000002,55723.98853229688
t1329,57892.61405337688,2496.68,0.0,0.0,57892.61405337688
t1330,58215.785532296875,2497.04,0.0,0.0,58215.785532296875
t1331,58068.27928681688,0.0,1477.776,0.0,58068.27928681688
t1332,54590.57653229688,2413.88,1448.328,181.041,54590.57653229688
t1333,57437.825532296876,0.0,0.0,0.0,57437.825532296876
t1334,56416.825532296876,0.0,0.0,0.0,56416.825532296876
t1335,54804.05753229688,0.0,1389.768,0.0,54804.05753229688
t1336,53261.849532296874,2349.36,1409.616,0.0,53261.849532296874
t1337,59065.37897863288,0.0,0.0,0.0,59065.37897863288
t1338,61532.825532296876,0.0,0.0,0.0,61532.825532296876
t1339,59646.18553229688,2556.64,0.0,0.0,59646.18553229688
t1340,60068.05946320087,0.0,1526.976,0.0,60068.05946320087
t1341,56258.921532296874,2477.44,1486.464,0.0,56258.921532296874
t1342,57887.825532296876,0.0,0.0,0.0,57887.825532296876
t1343,52928.825532296876,0.0,0.0,0.0,52928.825532296876
t1344,45610.98553229688,1971.8400000000001,0.0,0.0,45610.98553229688
t1345,40408.825532296876,0.0,0.0,0.0,40408.825532296876
t1346,32137.825532296876,0.0,0.0,0.0,32137.825532296876
t1347,31702.825532296876,0.0,0.0,0.0,31702.825532296876
t1348,32304.005532296876,1458.4,875.04,109.38,32304.005532296876
t1349,36926.825532296876,0.0,0.0,0.0,36926.825532296876
t1350,39208.61285752888,1718.28,0.0,0.0,39208.61285752888
t1351,45721.687945208876,2040.68,1224.4080000000001,0.0,45721.687945208876
t1352,49952.03039810488,2257.7200000000003,1354.632,169.329,49952.03039810488
t1353,52083.70373232088,2370.6,1422.3600000000001,0.0,52083.70373232088
