region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NENG_CT,NENG_CT_landbasedwind_ltrg1_mid_110_1,2,1,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,2,1,47,3.560551725865092e8,0.0,4.712818767037623e7,0.0,0.0,0.0,0.0,0.0,0.0,4.0318336e8,0.0,0.0,0.0,0.0,0.0,4.0318336e8,4.0318336025688547e8,-0.25688546895980835
NENG_CT,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,2,1,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_naturalgas_ccccsavgcf_mid_0,3,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_naturalgas_ccavgcf_mid_0,3,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_naturalgas_ctavgcf_mid_0,3,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_battery_mid_0,3,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_naturalgas_ccs100_mid_0,3,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_landbasedwind_ltrg1_mid_110_1,3,1,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,3,1,55,1.6074264817193568e8,0.0,2.1260057867653638e7,0.0,0.0,0.0,0.0,0.0,0.0,1.820027e8,0.0,0.0,0.0,0.0,0.0,1.82002704e8,1.8200270603958932e8,-2.0395893156528473
NENGREST,NENGREST_heat_load_shifting_1,1,1,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT,NENG_CT_heat_load_shifting_1,2,1,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_heat_load_shifting_1,3,1,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
